rank,track_name,artist_name,album_name,play_count,total_ms,total_hours,spotify_uri
1052,How It Feels,Barry Can't Swim,When Will We Land?,17,2303857,0.64,spotify:track:3NZz7DWeVQesSOn6mO39F7
1053,Sober,KiLLOWEN,Sober,17,1495731,0.42,spotify:track:2AL0YvQ2rjIBBi7T1DPJ2Y
1054,not even the friendzone,Bassti,she says it's too much,17,1317016,0.37,spotify:track:20HGAU1wYZ8uuMy3Da8C9u
1055,Jazz 104,Max Graef,Rivers Of The Red Planet,17,1154962,0.32,spotify:track:32rOcuTIZZTNWdsrUWGCJ6
1056,plants can dream like humans,moow,we are all gonna die in 2050,17,1136540,0.32,spotify:track:0lJrhOLLDxdiusWjoHQo1P
1057,Canto a La Vueltabajera,Alfredo Valdes,Interpreta Sus Exitos Con el Septeto Nacional,16,6768961,1.88,spotify:track:1RyuUvQQAjMQNydAPASmPa
1058,Is this All it Seems? - Ron Basejam Remix,Crazy P,Age of the Ego,16,6498350,1.81,spotify:track:5TuHx3kCJhkeLP0JDM0TMZ
1059,Dance of the Nymph,Ex-Terrestrial,Ex-Terrestrial,16,6338805,1.76,spotify:track:5IVkLIGLlMWVeDIPnUlAGq
1060,Estrela Saga,Joutro Mundo,"Brazilian Boogie & Disco, Vol. 2",16,5978888,1.66,spotify:track:4ABuNSGZrso5TBSZZfAiZX
1061,Let Me - Rave Mix,Asquith,Let Me,16,5854252,1.63,spotify:track:5E5lTQ8t2TucMmltlj5Wsc
1062,Painted Eyes,Hercules & Love Affair,Blue Songs,16,5624040,1.56,spotify:track:6xhI8uPYiAH9PIZqjqQYnx
1063,Afrika Yie,Gyedu-Blay Ambolley,Ketan,16,5532410,1.54,spotify:track:4IAjUilgSWE3iB6L9xBRAh
1064,Always By Your Side,Saib,Always By Your Side,16,5407568,1.5,spotify:track:11jjzsFPIuaVORI0HSdLGt
1065,Anytime Or Place,Azoto,Disco Fizz,16,5305163,1.47,spotify:track:4cxOJ34KWw34PJOuTJ2F3a
1066,Mary L.,St Germain,St Germain,16,5152264,1.43,spotify:track:1LK04nhkS3aQLkGsqcvg2w
1067,Black Sand,Gabriele Poso,Batik,16,5094418,1.42,spotify:track:5la7zLaMkHxfNp0PpX7WoL
1068,It's up to Me,Chaos In The CBD,Chaos in the CBD & Friends,16,4932758,1.37,spotify:track:0DKoGYBIfxb7PYz9FKu4fx
1069,Stage,J.Manuel,MP02,16,4721068,1.31,spotify:track:1gRvFYNQp1nSwSUMxhxpz3
1070,'Round Midnight,Lola and Linus,'Round Midnight,16,4596342,1.28,spotify:track:7FHPywR8sSMcDJuThWATX1
1071,We Love,Jürgen Paape,Kompilation,16,4530680,1.26,spotify:track:6iaUWCuVBYUkjeMzKAkhUT
1072,One Night In Hackney,Dynamo City,One Night In Hackney,16,4486309,1.25,spotify:track:400BMwOGF1LvgmTG0pN5O5
1073,Midnight Train to Georgia,Gladys Knight & The Pips,Blue Lights In The Basement,16,4478460,1.24,spotify:track:5Gu2mHKCmH7BajgDPBNSDS
1074,You Make Me Do It - Original Album,Ago,For You,16,4386022,1.22,spotify:track:0K6aaOMnYzXjFtMUXWrY1q
1075,Tudo Vai Dar Pé,João Selva,Navegar,16,4195090,1.17,spotify:track:7Mb6EjaAxu0JYaoDAHxeFm
1076,Finest Lovin' Man - 2008 Remaster,Bonnie Raitt,Bonnie Raitt,16,4169427,1.16,spotify:track:6RjcJGWKuDUZn5lgXLMD6L
1077,Voulez-Vous,ABBA,Voulez-Vous,16,4110959,1.14,spotify:track:17OqI90oTFZ3J8PVu6j07V
1078,Gemist,De Jeugd Van Tegenwoordig,Leuk,16,4082116,1.13,spotify:track:4GrGNiteEt4blhIIu2w1Mp
1079,It's in My Ears,Gallegos,It's in My Ears,16,3920164,1.09,spotify:track:3RKKUufb30D1To25k8NeK4
1080,El niño,DjeuhDjoah,Aimez ces airs,16,3698128,1.03,spotify:track:4fCevXfseuEJRmPwmNnUZr
1081,A Horse with No Name,America,America,16,3588261,1.0,spotify:track:54eZmuggBFJbV7k248bTTt
1082,It's you isn't it,Ruben Haag,Bonez,16,3545561,0.98,spotify:track:3o1Biafic3dkiM7MTNl2KD
1083,You Sexy Thing,Hot Chocolate,Hot Chocolate,16,3516422,0.98,spotify:track:714hERk9U1W8FMYkoC83CO
1084,Brown's,Trus'me,Brown's,16,3510237,0.98,spotify:track:10zLRp94yFuNKspmIwCmEJ
1085,Corners,Octave Lissner,Wildflower,16,3501152,0.97,spotify:track:3mvYkxuJhw5elTGpqwLnmk
1086,Feel the Drive - Vocal Radio,Doctor's Cat,Feel the Drive,16,3450082,0.96,spotify:track:4MYCqG9M5jLxIBvIh2wVGR
1087,50 Ways to Leave Your Lover,Paul Simon,Still Crazy After All These Years,16,3434161,0.95,spotify:track:6Qb7gtV6Q4MnUjSbkFcopl
1088,School Years,Peter Richard,Frozen Red,16,3401147,0.94,spotify:track:1YkvEH9NQfvFPTARK7VGdE
1089,So Hooked On Your Lovin - Mousse T.'s Disco Shizzle,Selace,So Hooked On Your Lovin,16,3221016,0.89,spotify:track:1CmqwIhFc0FySL8HiPo0jU
1090,Moonlight,TootArd,Migrant Birds,16,3199945,0.89,spotify:track:77sfcW5VjDAbZwmdIqCKKb
1091,TOO COOL TO BE CARELESS,PAWSA,TOO COOL TO BE CARELESS,16,3199741,0.89,spotify:track:6KqM3xmPIDonsTjCSGrrr5
1092,Here Comes Your Man,Pixies,Doolittle,16,3189409,0.89,spotify:track:4IvZLDtwBHmBmwgDIUbuwa
1093,El Pañuelo,Romeo Santos,"Fórmula, Vol. 3",16,3048969,0.85,spotify:track:7jfmlr5W2AQWUGLVhT8ofl
1094,Do You Really Like It? - Radio Edit,DJ Pied Piper & The Masters Of Ceremonies,Do You Really Like It? (Remixes),16,2732216,0.76,spotify:track:4Mnw05kNd0j1XDHwtfzofp
1095,International Style - Radio Edit,Real El Canario,International Style,16,2677653,0.74,spotify:track:4MmkQOIYe22WLzkLRGD4MX
1096,She Moves In Her Own Way,The Kooks,Inside In / Inside Out,16,2662339,0.74,spotify:track:5xoUgPXbMNUmoHU0Enwtwq
1097,Take Her Back,The Pigeon Detectives,Wait for Me,16,2608343,0.72,spotify:track:5wmVTGxvksXYV9Dz2V2YNi
1098,Cola - Sped Up Version,sped up nightcore,Cola,16,2563629,0.71,spotify:track:0WdpnMtkBOmVTk17tCWQfj
1099,Am I That Easy to Forget,Esther Phillips,The Country Side Of Esther,16,2563083,0.71,spotify:track:1J5rluHx4zbSbUqfgMrMs1
1100,Charley's Girl,Lou Reed,Coney Island Baby,16,2544853,0.71,spotify:track:70tBw295bLL8B13Jg3SNUs
1101,Beautiful Love,Brooklyn Smith,VOL.1,16,2503169,0.7,spotify:track:1oT0zC6lxsNHITyexFwQIM
1102,House Music Is For Nerds (feat. Kyle Kidd),Badger,Lets ‘Av It Right!,16,2309099,0.64,spotify:track:0pO7T9FQefapxby3YXS8Cv
1103,Ain't No Mountain High Enough,Marvin Gaye,United,16,2308281,0.64,spotify:track:7tqhbajSfrz2F7E1Z75ASX
1104,Chega De Saudade,Pedro Mizutani,Aperana,16,2128361,0.59,spotify:track:3RjK5S2XtI340rKqj3wrgl
1105,Groter Dan Ik,Froukje,Groter Dan Ik,16,2076230,0.58,spotify:track:2u6twH8SHtv37ctUqQ4iEX
1106,Chorar Na Beira Do Mar,Pedro Mizutani,Pensando Baixo,16,1950729,0.54,spotify:track:6lt4fl1lXAEbCI7bUA56qG
1107,Hugging You (Quietly),Jazzinuf,Harlem Barber Swing 2,16,1871028,0.52,spotify:track:1v6fPU147jYPMZXUFMEvMF
1108,la donna e la chitarra,Wun Two,la donna e la chitarra,16,1682792,0.47,spotify:track:5goDbdYkF4ogWljlBSqoKb
1109,Sharing an Umbrella,Hentaidesu,Futari,16,1667332,0.46,spotify:track:2JrNwqjn3Uf5dA6tKLaJl2
1110,tonight,Guru Griff,Apex,16,1404776,0.39,spotify:track:6Y1skSfIA0sNjfabUNtYOT
1111,boulevard nights,Fujitsu,boulevard nights,16,1394943,0.39,spotify:track:0RKVJXmLgQbzGmhCd5SaPQ
1112,Word To Roy,Kareem Ali,Sound In Motion,16,1064093,0.3,spotify:track:5ZgYATFZoskh9Vq0ePuoiV
1113,Myrtle Avenue,Floating Points,Shadows,15,8484206,2.36,spotify:track:6XTHdxRyBP8VaZW2zAQujh
1114,You No Fit Touch Am - Medlar Remix,Dele Sosimi,You No Fit Touch Am (Retouched),15,7440498,2.07,spotify:track:1AeakTSnBi5waUXkP1CcRa
1115,Rose rouge,St Germain,Tourist,15,6248108,1.74,spotify:track:1divptdjcWXvF1aflfTQnw
1116,Weightless Part 4,Marconi Union,Weightless (Ambient Transmission Vol. 2),15,6152952,1.71,spotify:track:2fTIn1AqeTGR6tSSfiS8zk
1117,Feel Like - Original Mix,Adryiano,Snapback Grooves,15,5695463,1.58,spotify:track:1rYcAMZJFERKTEtfytEIID
1118,Love Invaders,Fatima Yamaha,Imaginary Lines,15,5392297,1.5,spotify:track:4Noq0kesyOwbyLLQcg3qYW
1119,Own Nothing,Fatima Yamaha,Build Back Bangers,15,5221074,1.45,spotify:track:2kERkv14HekuxoaBqsh0mZ
1120,Sea - Young Marco Remix,Roosevelt,Remixed 1,15,4859221,1.35,spotify:track:76SYsng0hAah0n7f1xDuUh
1121,Everytime around,Vernon Sanders,Everytime around,15,4746142,1.32,spotify:track:2aFgx18xSsCjzZo9vMtyTw
1122,"The Voice Of Q - 12"" Mix",Q,The Voice of Q,15,4690163,1.3,spotify:track:33PVj9pLxJsKcaA4191fz4
1123,Thirstin',Jack J,Thirstin',15,4688207,1.3,spotify:track:1UHSNtngVyDTLM6ZuqGI9h
1124,Just Like a Baby,Sly & The Family Stone,There's A Riot Goin' On,15,4663727,1.3,spotify:track:6Omb07SkH7gZzYkNKf1iRh
1125,Hollereer,De Jeugd Van Tegenwoordig,De Machine,15,4332345,1.2,spotify:track:4JVFY7J6eiTQK9JyHn5O7z
1126,Mashisa - Dub,V.O.,Mashisa,15,4272125,1.19,spotify:track:3PrR5IsBOiYXFhcuD1vvRv
1127,Step Into Light,Admin,"Mr Bongo Record Club, Vol. 5",15,4188423,1.16,spotify:track:0WfjaDnE8p5I7z2oViXcB8
1128,Say My Name,DJ Protein,Say My Name,15,4188205,1.16,spotify:track:4Wjd0gQjYy2YuqLsxD07aC
1129,Khazen,DJ Ali,Jabal,15,4173680,1.16,spotify:track:7AxmswvK5ck6y4lDvN4U4Y
1130,Enchanté,Jitwam,enchanté EP,15,4082224,1.13,spotify:track:4P0fG5wJWte6IVtwPiGFZP
1131,We Rollin' for You,Tall Black Guy,We Rollin' for You,15,4021351,1.12,spotify:track:72gcQU9aJsSwfGKiI46yq4
1132,"BMW - French The Kid, MIST, Bugzy Malone Remix",Bad Boy Chiller Crew,BMW,15,4007268,1.11,spotify:track:5HepSwNAzNG1wpxGTLfllF
1133,Love Is The Drug,Roni Griffith,Roni Griffith,15,4003558,1.11,spotify:track:0gK0kRV2Ay4WzZf4o25jvR
1134,Do You Really Want To Hurt Me,Culture Club,Kissing To Be Clever,15,3791565,1.05,spotify:track:1I6q6nwNjNgik1Qe8Oi0Y7
1135,Can't Get You out of My Head - Peggy Gou’s Midnight Remix,Kylie Minogue,Can't Get You out of My Head,15,3753105,1.04,spotify:track:1Rnx52PUuhrLrj306hOZHb
1136,Yeah Yeah,Sabrina,Over the Pop,15,3682225,1.02,spotify:track:47JotP0LTIbgVgT5NoplCb
1137,Come Together - Remastered 2009,The Beatles,Abbey Road,15,3677561,1.02,spotify:track:2EqlS6tkEnglzr7tkKAAYD
1138,Ibiza 2007,DJ Gigola,Tender Trance,15,3574056,0.99,spotify:track:6uSs1rO5KUlm7K0tx8yMQI
1139,DARE,Gorillaz,Demon Days,15,3493378,0.97,spotify:track:4Hff1IjRbLGeLgFgxvHflk
1140,All Night Long (All Night) - Single Version,Lionel Richie,Back To Front,15,3463924,0.96,spotify:track:4czNORk5MjW5WOn98bki32
1141,Shined On Me,Praise Cats,Shined On Me,15,3242308,0.9,spotify:track:772MaccGF4ceLCeoJGbC5W
1142,Dance With Me,Ajmw,Let The Groove In,15,3239736,0.9,spotify:track:2z9ySF86T7HIzs63pB1Wb8
1143,I Say a Little Prayer,Aretha Franklin,Aretha Now,15,3235325,0.9,spotify:track:3NfxSdJnVdon1axzloJgba
1144,"Zorro - Original 7"" Version",My Mine,Zorro,15,3204903,0.89,spotify:track:2HvhO2PoE2kCpKuCfCpReK
1145,Be Where I Am,Metroplane,Be Where I Am,15,3105614,0.86,spotify:track:4xbckUvPGcKV7QKkr7Fzyd
1146,Another One Bites The Dust - Remastered 2011,Queen,The Game,15,3096996,0.86,spotify:track:5vdp5UmvTsnMEMESIF2Ym7
1147,Im Not A Sinner - Original Mix,Daniela Galbin,Back To Mine,15,3087626,0.86,spotify:track:7geAzTup45TSvps3Y0tHwE
1148,i miss new york,warner case,i miss new york,15,3049985,0.85,spotify:track:67dX18jDO5bZWUmoS3i0yg
1149,Daddy Cool,Boney M.,Take The Heat Off Me,15,2882457,0.8,spotify:track:3WMbD1OyfKuwWDWMNbPQ4g
1150,Groove Is in the Heart,Deee-Lite,World Clique,15,2877382,0.8,spotify:track:2He3NOyqtLNE3RQPpeDdSb
1151,At Last,Etta James,At Last!,15,2694740,0.75,spotify:track:4Hhv2vrOTy89HFRcjU3QOx
1152,Sunday Morning,Gabriele Poso,Batik,15,2693913,0.75,spotify:track:2KNcdHBU90XXecijrN4yj5
1153,By the Way,Red Hot Chili Peppers,By the Way,15,2688763,0.75,spotify:track:1f2V8U1BiWaC9aJWmpOARe
1154,LLYLM,ROSALÍA,LLYLM,15,2620978,0.73,spotify:track:2SiAcexM2p1yX6joESbehd
1155,Streken Van Een Duivel,Bilal Wahib,El Mehdi,15,2570773,0.71,spotify:track:4wIhjMTomtYhOy1GAg8SSC
1156,Junk Of The Heart (Happy),The Kooks,Junk Of The Heart,15,2500180,0.69,spotify:track:2jZgzSxNSg1hTCq0ewWHGJ
1157,Ik Ga Zwemmen,Mart Hoogkamer,Ik Ga Zwemmen,15,2448719,0.68,spotify:track:1f9X68h6QGh01bD0r4g9DF
1158,This Charming Man - 2011 Remaster,The Smiths,The Smiths,15,2440722,0.68,spotify:track:1FvDJ9KGxcqwv1utyPL3JZ
1159,Tell Me What You Want,Oden & Fatzo,Tell Me What You Want,15,2404755,0.67,spotify:track:6MRUQNjaUud1TiFBRV8HNq
1160,sir princess bad bitch,Yaya Bey,Ten Fold,15,2379666,0.66,spotify:track:30EQX6kSa3DgmAaMOEUwBO
1161,Hey Papi - Edit,Jitwam,Hey Papi,15,2372951,0.66,spotify:track:7E0yobaZYmUDnk646JD0XT
1162,Coma Cat,Tensnake,Coma Cat,15,2364240,0.66,spotify:track:48gv7cE3Fs4DNNSgWkbu1f
1163,"It's a Man's, Man's World",Dedrick Weathersby,Remembering James,15,2331101,0.65,spotify:track:2Iz6QWNN497nG8K4ltiXnj
1164,No Goodbye,Paul Kalkbrenner,No Goodbye,15,2293670,0.64,spotify:track:5gwLIRjGFf3hXuHoKEsWLg
1165,Eins Zwei Polizei - Club Mix,Mo-Do,"Eins,Zwei,Polizei",15,2241932,0.62,spotify:track:3lGbOPJo60Evft3ZiBT2Vt
1166,Pro Hoe Slut,Baby Rose xo,Pro Hoe Slut,15,2013317,0.56,spotify:track:6OpnohcPb94TZZLYRYaWEG
1167,Ene Klene,MCNZI,Ene Klene,15,1932660,0.54,spotify:track:5aTjzAoXcExEadPGrq1I2L
1168,Boyz N Da Club - Radio Edit,Shermanology,Boyz N Da Club (Radio Edit),15,1887123,0.52,spotify:track:26zt79lTciS4tfncBX1qPV
1169,Count My Blessings,Ajmw,1994,15,1727852,0.48,spotify:track:0Yx45lj5VL6WczL5ODSG4g
1170,Polka Dots & Moonbeams,Hentaidesu,Futari,15,1430441,0.4,spotify:track:47YroTORsrTzcKu6lRqe5e
1171,We Gathered Leaves,Linearwave,We Gathered Leaves,15,1353436,0.38,spotify:track:1nTH6eMMt4MXqvu9GGLn4Y
1172,Full Moon,猫 シ Corp.,lofi,15,1065088,0.3,spotify:track:6fBmFdqsRQH3vB0f9XIvgC
1173,Djanfa Magni - Bosq's Afro Disco Mix,T. P. Orchestre Poly-Rythmo,Bosq Meets Poly Rythmo Uptown,14,6795983,1.89,spotify:track:1ezHsXxfjYtD0g1oyQc0gP
1174,Pluto,Lazywax,Vol. 1,14,6396142,1.78,spotify:track:623ZLC21ljAoezJNRfopjX
1175,Layla - Alex Attias Remix,Cotonete,Remixes #2,14,6345056,1.76,spotify:track:5tH0A5LlwxBpj5Zmivi9V1
1176,Take A Chance - Original Mix,Mr. Flagio,Take A Chance,14,5703246,1.58,spotify:track:0lLqS6XnoLYJJXHj57h4jz
1177,Passion - Naked Mix,Gat Decor,Passion,14,5686087,1.58,spotify:track:6pLqWnPefTep0LTUVG9PHG
1178,Lost Kingdoms,Nubya Garcia,Nubya's 5ive,14,5644081,1.57,spotify:track:17YIpKXRkKKqvb8ZbzyOG1
1179,Old Folks,Gustav Scheringer Duo,Gone With The Wind,14,5255210,1.46,spotify:track:0GrelUYKejuSl9O36VdMA3
1180,Weightless Part 2,Marconi Union,Weightless (Ambient Transmission Vol. 2),14,4989793,1.39,spotify:track:7b2dMRCVDx7OGekIVjCrs1
1181,Groove La Chord,Aril Brikha,Deeparture in Time - Revisited,14,4951211,1.38,spotify:track:0Ga1CODJzpwFYtRt5PyC73
1182,Nachtboutique - Jens Guhle Edit,Nachtboutique,"Dirty Night's and Boogie Light's, Pt. 1",14,4728102,1.31,spotify:track:3Dt19tBckosjb8WrxwSmvF
1183,"Irgendwie, Irgendwo, Irgendwann - Special 12"" Dance Mix",Nena,Feuer und Flamme,14,4722979,1.31,spotify:track:61OMeme3atDikStS4QxGIE
1184,Paradise By the Dashboard Light,Meat Loaf,Bat Out Of Hell,14,4699487,1.31,spotify:track:2g7gviEeJr6pyxO7G35EWQ
1185,Blackpool Boulevard,Anish Kumar,Blackpool Boulevard,14,4609335,1.28,spotify:track:5TaNnFsq2RSPHpsb8euzib
1186,2 After 909,Justus Köhncke,Was Ist Musik,14,4247845,1.18,spotify:track:5HIgDVWLvXJCcnCvglKZl1
1187,Freak Like Me - DJ Deeon vs. Lee Walker Remix,Lee Walker,Freak Like Me (DJ Deeon vs. Lee Walker Remix),14,4115066,1.14,spotify:track:7xhOm9p7kYZpGgMKJNQY0v
1188,Precious Little Diamond,Fox the Fox,Collections,14,4100610,1.14,spotify:track:4lflz2Y0hbssQCx1DOWyxh
1189,Impulse Response,Urlaub in Polen,All,14,3963658,1.1,spotify:track:4ujLxPKAC6lQtDjL9HH5z0
1190,Astéroïde,Matoux,Astéroïde,14,3959641,1.1,spotify:track:0dKUMie8A7J6pclExuqIpC
1191,Sands of Aruba,Mr. Fingers,Cerebral Hemispheres,14,3909087,1.09,spotify:track:7DNpkhHwYqLpegThVQxwUB
1192,In Fashion,Gregory Porter,Take Me To The Alley,14,3844785,1.07,spotify:track:1tHPePIJADs27lrmtOPKgz
1193,Petit Sékou,Bembeya Jazz National,Discothèque 76,14,3844217,1.07,spotify:track:3lrVGaRqkoe7C2oSYaBcEV
1194,Binding By Oath,Phase Fatale,Scanning Backwards,14,3795095,1.05,spotify:track:6nhngj5KIqYV7NDtP6hawZ
1195,Warni Warni,Omar Souleyman,Wenu Wenu,14,3577014,0.99,spotify:track:3cAeVEM3e2qv2V4lVhMpdR
1196,LSD XTC - Dj Gigola and Kev Koko Paranoia Mix,Krampf,What Is A Dj If He Can't Care,14,3537930,0.98,spotify:track:0syL6Mdu8231DZgpR3wSZh
1197,Every Breath You Take,The Police,Synchronicity,14,3498006,0.97,spotify:track:1JSTJqkT5qHq8MDJnJbRE1
1198,Gravity,John Mayer,Continuum,14,3440958,0.96,spotify:track:3SktMqZmo3M9zbB7oKMIF7
1199,After Winter Must Come Spring,Folamour,Ordinary Drugs,14,3432626,0.95,spotify:track:7xc5I0ldr2csIG8UA7vAJD
1200,Lullaby,The Cure,Greatest Hits,14,3311739,0.92,spotify:track:09OpntwPHuNICsyEt1ETpE
1201,Los Angeles,Earth Boys,Earth Tones,14,3309821,0.92,spotify:track:0grwmFCiEMn4EzgTf19qLx
1202,Sueño,DJ Gigola,Sueño,14,3288999,0.91,spotify:track:7dIvphaNMRC1f8hre6PSWw
1203,Optimus,Nail,Live at Robert Johnson Vol.5,14,3283762,0.91,spotify:track:7GGG5OjKlAHFtcXRlzQth5
1204,Keep On Movin,Saib,Keep On Movin,14,3257664,0.9,spotify:track:5ERHQQEDioPKagFcLO9ZO7
1205,1000 Dreams,Miss Kittin,Two,14,3245383,0.9,spotify:track:1VNIzINc1CYjB6y6tI774j
1206,Pretty Baby,Sister Sledge,Love Somebody Today,14,3170253,0.88,spotify:track:5TEJAa9EooWpPzsApMc7uQ
1207,Gonna Get Over You,France Joli,Now!,14,3161176,0.88,spotify:track:3Kbh7QUQvNEBVNB7xzVZJM
1208,Fiorucci Made Me Hardcore,Barry Can't Swim,Fiorucci Made Me Hardcore,14,3077601,0.85,spotify:track:4SXZvIjujIcmMtWbjnSwZT
1209,Be Thankful for What You've Got - David Todd Remix (Radio Edit),William DeVaughn,Be Thankful for What You Got,14,3024528,0.84,spotify:track:5g2sPpVq3hdk9ZuMfABrts
1210,Part Six,Paul Kalkbrenner,Parts of Life,14,2944848,0.82,spotify:track:73SymHomgyA6TKjlqOYfSG
1211,Starry Night - Edit,Peggy Gou,Starry Night,14,2911957,0.81,spotify:track:6FwPQVdtjwfORrrFkpGhrz
1212,Blow My High,MCR-T,Naughty By Nature,14,2790603,0.78,spotify:track:7gYXBSOefUUmfwE58reqxe
1213,You Wish,Nightmares On Wax,In A Space Outta Sound,14,2785366,0.77,spotify:track:6G6M4fl2I0eqEQnzyTwR8m
1214,After The Rain,Andras,Embassy Cafe,14,2781470,0.77,spotify:track:73n8GcbdubeHha4QUkupul
1215,Tiene Sabor (feat. Omara Portuondo),Buena Vista Social Club,Lost and Found,14,2770313,0.77,spotify:track:4DFbRXlTdH9JdqCBeX6NOG
1216,I've Got Dreams to Remember,Otis Redding,The Very Best of Otis Redding,14,2741429,0.76,spotify:track:4Ym0HjYfgEaUgjI3WuDqMK
1217,Move to the Front (Disco Mix) - Edit,Jayda G,Significant Changes,14,2719617,0.76,spotify:track:4KOtfd4d0yEhdXkO5j1qcj
1218,"Yo x Ti, Tu x Mi",ROSALÍA,"Yo x Ti, Tu x Mi",14,2717526,0.75,spotify:track:7BlBVFwvbWvcwNcUarQmjk
1219,Come As You Are,Nirvana,Nevermind,14,2708077,0.75,spotify:track:2RsAajgo0g7bMCHxwH3Sk0
1220,Love Letters,The Josh Rogers Band,Love Letters,14,2701217,0.75,spotify:track:63UFSr8E41KodHZ0i618am
1221,Detroit Technobass,Detroit In Effect,Detroit Party Train,14,2694664,0.75,spotify:track:2omULd5MOSDMbLQvTx5Ru5
1222,Enola Gay - Remastered 2003,Orchestral Manoeuvres In The Dark,Organisation,14,2669289,0.74,spotify:track:3NYCaxkggl0Hh8vQptSUvV
1223,Amants Ennemis,Domenique Dumont,Deux Paradis,14,2647415,0.74,spotify:track:62ihAEgqfEy2FExl6ZfC6X
1224,Coming Home,A-Trak,Coming Home,14,2641345,0.73,spotify:track:0eOcjJgpO8XdJbPMYJgKqq
1225,Bad Blood,Working Men's Club,Bad Blood / Suburban Heights,14,2618698,0.73,spotify:track:3CyUk62f7TBKM7XcAOS0HX
1226,Above (feat. i am an island),Girls of the Internet,Above (feat. i am an island),14,2592303,0.72,spotify:track:0kFdA2tQCzdJBiafiBM0lA
1227,Zannik,Khaled Al Reigh,Zannik,14,2522837,0.7,spotify:track:67q08YGJVLZUp5LWAtKQHN
1228,Por Um Amor,João Selva,Passarinho,14,2499041,0.69,spotify:track:1VFGLn6TCqL8a1MJUFAIYY
1229,You Only Live Once,The Strokes,First Impressions Of Earth,14,2488977,0.69,spotify:track:4fPBB44eDH71YohayI4eKV
1230,L'Estate Sta Finendo,Righeira,The Singles 83/87,14,2458960,0.68,spotify:track:2ZgIpoW01dJhpHwkOCgV2d
1231,Little Sister,Queens of the Stone Age,Lullabies To Paralyze,14,2435662,0.68,spotify:track:1rzYrkxgRuLLJDqWdB32pK
1232,High For This,The Weeknd,Trilogy,14,2383049,0.66,spotify:track:5fohLPNqO6TqwrZ7BoUWUT
1233,MONEY,V $ X V PRiNCE,MONEY,14,2380054,0.66,spotify:track:5QzeLuY45zgMq5RR2Rwp1a
1234,Feliz Navidad,José Feliciano,Feliz Navidad,14,2374245,0.66,spotify:track:0oPdaY4dXtc3ZsaG17V972
1235,New Machine,Bad Boy Chiller Crew,Full Wack No Brakes,14,2364350,0.66,spotify:track:3dm9qk7AuSIe1L7zG7aGa5
1236,Via con me,Paolo Conte,I primi tempi,14,2331269,0.65,spotify:track:2P2rhs7AtvqUzerhAZDbNu
1237,Mine World - Jazzy Mix,Rawling,Mine World,14,2295628,0.64,spotify:track:5XmyjJIWjhVaZ4IiN6a35F
1238,Closed for Renovations,Pool Boy,All Inclusive,14,2295301,0.64,spotify:track:3vi0UKr82l83O4lfd7Wxfd
1239,Haven't You Heard - Fitzy's Half Charged Mix,Alan Fitzpatrick,Haven't You Heard,14,2210166,0.61,spotify:track:1b0e8KK2tIgMkT2tub9M93
1240,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,Signed Sealed And Delivered,14,2197919,0.61,spotify:track:0kzhMZZNmxiLG7qyJhVBHB
1241,I Was Made To Love Her,Stevie Wonder,I Was Made To Love Her,14,2189595,0.61,spotify:track:2aCKBrLn7rbhStk5k4FwnF
1242,Kamasutra on the Beach,Gabriele Poso,Tamburo Infinito,14,2113209,0.59,spotify:track:4Qt9wk8Si0sRPKHRpqJeWO
1243,River Day,imagiro,Places I Remember,14,2099744,0.58,spotify:track:5hgH4lqrKXSzauHoUiJV3q
1244,É Preciso Ter Amor,Bruno Berle,No Reino Dos Afetos,14,2038146,0.57,spotify:track:6uYWQ7E3IxDVf5zktAXt4b
1245,A-Punk,Vampire Weekend,Vampire Weekend,14,1913664,0.53,spotify:track:2DrGEaqoruCSn0FffWCf5O
1246,Riot Van,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",14,1885164,0.52,spotify:track:4wMR4fRKMTyUJG6VAsmccv
1247,Love Face,DM 90,Love Face,14,1653317,0.46,spotify:track:5oBdnn1JoyvjSVqLfQzJkx
1248,Huisje boompje kechje,Vic Cle,Huisje boompje kechje,14,1577362,0.44,spotify:track:6wxG7wX9VympXsEJoGiVUb
1249,Flowing,Borrtex,Reflections,14,1560000,0.43,spotify:track:1AaLnnQZRtfv58NQn7bLTe
1250,Perspective,CaliCronk,Perspective,14,1511868,0.42,spotify:track:14ckoOlSTdYVDURRxlpHrW
1251,Post Houmous,Morcheeba,Who Can You Trust? / Beats & B-Sides,14,1457946,0.4,spotify:track:3TcPdLmJd4bkexN5QeZwre
1252,When U Came Into My Life,Folamour,Fort Bellefleur,13,6340662,1.76,spotify:track:3ZJuEVtiX9GCoJrhCD0WlQ
1253,The Break Up,Dam Swindle,Break Up to Make Up,13,6188671,1.72,spotify:track:6ArM3VPUjFiL6vrRKri8vj
1254,No Secrets - Instrumental,Gioia,Night City Life (Compiled by Ilan Pdahtzur),13,6017418,1.67,spotify:track:6X0uHZfEL8DTFFh1fW05ZZ
1255,It's True,Scruscru,It's True,13,5615844,1.56,spotify:track:5hXV7kUGv1RVek3mRCJLQb
1256,Madan - Exotic Disco Mix,Salif Keita,Madan Exotic,13,5521689,1.53,spotify:track:0VxgGWGWRcAPONRMALrJHJ
