rank,track_name,artist_name,album_name,play_count,total_ms,total_hours,spotify_uri
734,Queen - Dan Kye Remix,Muzi,Queen,24,7672602,2.13,spotify:track:6R8VPBAucL2CBoW06RfBva
735,Petu - Masalo Remix,Palms Trax,Petu EP,24,7323734,2.03,spotify:track:2pc9WL236HA0GekuhMw8f7
736,I'm Going to Go - Original Mix,Jago,I'm Going to Go,24,6995600,1.94,spotify:track:4Mk5hq0A4dgWvzuVhbTRlm
737,Blask,Pejzaż,Ostatni Blues,24,6574195,1.83,spotify:track:1GIQbdQz3GFeJZZCnpJyOY
738,Afe Ato Yen Bio,De Frank Professionals,Afro-Beat Airways: Ghana & Togo 1974-1978,24,6031877,1.68,spotify:track:6IwbrqhA8HxDwcIWNbAbGV
739,I Try to Talk to You,Hercules & Love Affair,The Feast of the Broken Heart,24,6006461,1.67,spotify:track:7HOP6wfAdDFjCor9P2aYvS
740,Warm Electronics Box,RX-101,Dopamine,24,5729442,1.59,spotify:track:4DGStMzbYCCuNy5GoPfUCC
741,Escape (The Pina Colada Song),Rupert Holmes,Partners In Crime,24,5642959,1.57,spotify:track:5IMtdHjJ1OtkxbGe4zfUxQ
742,505,Arctic Monkeys,Favourite Worst Nightmare,24,5456065,1.52,spotify:track:0BxE4FqsDD1Ot4YuBXwAPp
743,Lola's Theme - Radio Edit,The Shapeshifters,Lola's Theme,24,4851145,1.35,spotify:track:2SCP5oOX5OSp5RT83h2rs0
744,Get Down On It - Single Version,Kool & The Gang,Collected,24,4797642,1.33,spotify:track:2je56j0xuoTi1gYkLLMlJU
745,I Heard It Through The Grapevine,Marvin Gaye,In The Groove,24,4661187,1.29,spotify:track:1tqT6DhmsrtQgyCKUwotiw
746,Toi Et Moi,Paradis,Recto Verso,24,4608641,1.28,spotify:track:3AVyKOmMgvRjsC576xWw78
747,One Last Time,The Kooks,Konk,24,3798283,1.06,spotify:track:03jkJsC7rGi7CCUadl4UMI
748,Skandal im Sperrbezirk,Spider Murphy Gang,Ich find Schlager toll - Das Beste,24,3647565,1.01,spotify:track:3YBwqMrXwVbjAKmqcNf2PV
749,TUYA,ROSALÍA,TUYA,24,3638144,1.01,spotify:track:1HII0EIufOG0nGpWCQixbO
750,Vluchtstrook,Kris Kross Amsterdam,Vluchtstrook,24,3368560,0.94,spotify:track:63JrADDfrcjOaI6lyVkN3c
751,Fast Life,GEE LEE,Fast Life,24,3283449,0.91,spotify:track:5u1vw4nmCG8iuerg6ppBf0
752,sundown,mt. fujitive,sanctuary,24,2686892,0.75,spotify:track:4kFkWxHJgzcNumjUMfE5J7
753,Piece of Mind,Linkwood Family,Firecracker EP3,23,10823596,3.01,spotify:track:6R8uyokUGJiy1mJ1lLRJd9
754,Kuar - Henrik Schwarz Remix,Emmanuel Jal,Kuar Remix EP,23,9128691,2.54,spotify:track:70VmUkk5ytklDtSkSUVDxF
755,Don't Brake It,Hotmood,DW020,23,9097752,2.53,spotify:track:3DFy2d3d6LafdiMLXFVUlq
756,Auto Express,Jensen Interceptor,Auto Express - EP,23,8501962,2.36,spotify:track:7lK6xZ3YUz9r2BkE53Eu5F
757,Ozone Breakdown,Renegade Soundwave,Soundclash,23,8437105,2.34,spotify:track:5IUQR083QqIgNFqbbq8zqO
758,Tonight,Suzy Q,I Need You Tonite / Tonight,23,8155500,2.27,spotify:track:6CTv5qKVvkxsvSRQfC6SjO
759,Jikovonunu - Young Marco Rework,Madlaks,Presents: Dance Forever,23,7897669,2.19,spotify:track:4lo7cRKXP0HkyQVYfMR2gl
760,So Weit Wie Noch Nie,Justus Köhncke,Was Ist Musik,23,7615994,2.12,spotify:track:3rXEuxpz5XlZFQJErZgFkG
761,Safiatou,Mama Badema Sissoko,Soleil de minuit,23,7146740,1.99,spotify:track:71VedVKeZNQiojieBgGcdX
762,Why (feat. Nomi Ruiz),Honey Dijon,The Best Of Both Worlds,23,6748032,1.87,spotify:track:4B5lkO1AHKmFHX5GpaKq9d
763,Bassa Bassa,Jembaa Groove,Susuma,23,6611442,1.84,spotify:track:4SnMDKZEBTZs33cPj58PES
764,Gold & Timber,Fatnotronic,"Brazilian Compilation Series, Vol. 1",23,6191828,1.72,spotify:track:0Qph6lNpZyr8rIL08NysTU
765,Sweat,DJ Deeon,Master Control Program EP,23,6191189,1.72,spotify:track:2F8zSolATurrFfA64HdPIQ
766,Music Sounds Better With You - Radio Edit,Stardust,Music Sounds Better With You,23,6035188,1.68,spotify:track:1mv4lh1rW1K6xhxhJmEezy
767,Super People,Sunlightsquare,Super People / Papa Was a Rolling Stone,23,5774916,1.6,spotify:track:468C9SvUsVc5o0rFvWJiVD
768,Message In A Bottle,The Police,Reggatta De Blanc,23,5528216,1.54,spotify:track:1oYYd2gnWZYrt89EBXdFiO
769,Glue,BICEP,Bicep,23,5424347,1.51,spotify:track:2aJDlirz6v2a4HREki98cP
770,Piebald,Milan93,Piebald,23,5386648,1.5,spotify:track:2N6hpU8eByX5z4QBKEyEKy
771,Da Da Da ich lieb dich nicht du liebst mich nicht Aha Aha Aha - Lange Version,Trio,Da Da Da,23,5355711,1.49,spotify:track:4HCdu48LScraIfJ7Ik7EhE
772,Hey Ya!,Outkast,Hey Ya!,23,5301771,1.47,spotify:track:2bzVHJVebLkKMmK3nMeF5t
773,Zonnestraal,De Hofnar,Zonnestraal,23,5001776,1.39,spotify:track:4kdjHU5lzooUP7kkzQqX0Q
774,Let It Be - Remastered 2009,The Beatles,Let It Be,23,4922778,1.37,spotify:track:7iN1s7xHE4ifF5povM6A48
775,Modern Romance,Catz 'n Dogz,Modern Romance,23,4799514,1.33,spotify:track:4CL7IheP2ryGEcMVOoAOUZ
776,Move Your Feet,Junior Senior,D-D-Don't Don't Stop the Beat,23,4182183,1.16,spotify:track:4DX82Vc8qAH4jJPvKxvwg6
777,something will happen,berlioz,something will happen,23,4136559,1.15,spotify:track:0T3aN5baN9c90j11pzoDPW
778,Hold It Down,Moodymann,Moodymann,23,3980508,1.11,spotify:track:0HQZJbulEJMr5hnGdHz8Wu
779,Claudi,Laurence Guy,Saw You for the First Time,23,3759134,1.04,spotify:track:3g8DDnbpzFbcYdZEOzhhdF
780,I Bet You Look Good On The Dancefloor,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",23,3750343,1.04,spotify:track:3DQVgcqaP3iSMbaKsd57l5
781,Heb Ik Dat Gezegd?,Froukje,Licht En Donker,23,3699317,1.03,spotify:track:3So2n7RyGj7CXbELWMElUd
782,Niets Tussen,Froukje,Niets Tussen,23,3452622,0.96,spotify:track:5B2rTalh9FgvRftIZjmgbr
783,grazie,sonofmark,grazie,23,3399120,0.94,spotify:track:5uOBhUQirsnBD1BbFnSqHC
784,Leuk,Antoon,Heilig Water,23,3229974,0.9,spotify:track:2z43Tcnc82QqrOCHv5GG9J
785,Dreaming of You,The Coral,The Coral,23,3218393,0.89,spotify:track:6ebxt3Iylxe0GcEuUGlIvb
786,Судно (Борис Рижий),Molchat Doma,Этажи,23,3032780,0.84,spotify:track:1SHB1hp6267UK9bJQUxYvO
787,Miles Away - Intrusion Sunset Dub,Linkwood Family,Miles Away Intrusion Dubs,22,12190672,3.39,spotify:track:5y68ErTALfjQfxkEl7QxZK
788,The Never Ending Groove,Sweely,You Can Try This,22,10125149,2.81,spotify:track:4EBi7WMGarXfmfzKdajp2X
789,Shopping Cart - Maxxi Soundsystem Remix,Parallel Dance Ensemble,Possessions and Obsessions (Remixed),22,7705610,2.14,spotify:track:7fAN1JYvrSiwzyTgsq2atI
790,Feelin' Good,Francine McGee,Spaced Out: Original Disco Funk Grooves,22,7155826,1.99,spotify:track:4lcPw8BbYb1rGAsSOKp6Eu
791,Ore Mi,Toby Foyeh,"Doing It in Lagos: Boogie, Pop & Disco in 1980's Nigeria",22,7124143,1.98,spotify:track:3d32ybQmfAXcIRYXBoTyay
792,New Dance,Masalo,New Dance,22,6904555,1.92,spotify:track:4AKWjrzqkK9ffLcf9iyhu7
793,I Don't Smoke,Matias Aguayo,I Don´t Smoke,22,6205004,1.72,spotify:track:2CrDVYa3IBaO0SCnlQ8R3k
794,You and I,Delegation,The Best of Delegation,22,6108547,1.7,spotify:track:1uGFGhxJ9ISGcy7iDffP7V
795,Less Is More,Choices,Less Is More,22,6100635,1.69,spotify:track:7MWJzAWFWT1ZSvf3D2dQrG
796,Broken Dreams,Ineffekt,Broken Dreams / Solaris,22,5844012,1.62,spotify:track:0kM31D9Qf1DC6D5vDNW9k5
797,Xango,Gabriele Poso,Batik,22,5790065,1.61,spotify:track:34lVoejNqINCykT5dMCQvw
798,Airport Blossom,Jeff The Fool,Airport Blossom,22,5350045,1.49,spotify:track:76UVXv4Q3dxoboqNy07ot0
799,Kumave,Gabriele Poso,Batik,22,5257314,1.46,spotify:track:4TdHYLl6LssIgOOaHaB2rA
800,Aka,Izzy Wise,Keep It Movin',22,4805443,1.33,spotify:track:4ipDiA8Q0q80sHuFrkhONm
801,Warming Up,Galcher Lustwerk,Information (Redacted),22,4750838,1.32,spotify:track:7mkGyBb7Bhftg5St3Aka5K
802,The Lovecats,The Cure,Japanese Whispers,22,4669527,1.3,spotify:track:6q2T5xXao6mTS6LLE88L84
803,Moving to New York,The Wombats,"Proudly Present... A Guide to Love, Loss & Desperation",22,4619424,1.28,spotify:track:7GvkOFkNsM6Exnkyqeajqm
804,Rasheed,Okvsho,Orange Wine,22,4578600,1.27,spotify:track:7w53AFGUt9Jft6ewcHsv6c
805,Tick Of Time,The Kooks,Konk,22,4547068,1.26,spotify:track:2dRJqwBHdo5ewyqQK3hded
806,Take on Me,a-ha,Hunting High and Low,22,4466541,1.24,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L
807,Keep It Rising,Supershy,Happy Music,22,4289232,1.19,spotify:track:3vpHZrlh4SUvVNIqs9tMVN
808,Descends,Weekend Affair,Du rivage,22,4223432,1.17,spotify:track:0z5fkd9sWqGpQd6cr8y0dH
809,All Over Town,The Kooks,Konk,22,4147319,1.15,spotify:track:3Wk4Egd1tcHxFEu2o2nqtH
810,Mudzimu Ndiringe,Hallelujah Chicken Run Band,Take One,22,4122317,1.15,spotify:track:5ErKHqLZ0pHZJQAWRNY5aB
811,Calling Out (feat. Dames Brown),Sophie Lloyd,Calling Out (feat. Dames Brown),22,4111671,1.14,spotify:track:54BjeQ51K2tO2WzUpks6sR
812,Boat Party,Ajmw,Boat Party,22,3863124,1.07,spotify:track:76LSTQnzVbqkJ8oC0L8sF1
813,Licht En Donker,Froukje,Licht En Donker,22,3430588,0.95,spotify:track:2W3vVFpXCYlazEHZFyL3ue
814,Down To The Market,The Kooks,Konk,22,3226914,0.9,spotify:track:7JDe2jXDJfNY17XV4CAXAk
815,Barbie Boy,DJ DRECKISCH,Barbie Boy,22,3196547,0.89,spotify:track:18BlYKHDaBoyztoX9mlOR9
816,Snow Keeps Falling,Ronald & the Fairies,Snow Keeps Falling,22,3111254,0.86,spotify:track:2bNYgVK6yXzAuFD6uMWKsv
817,Dinsdag,Vieze Asbak,Dinsdag,22,2708017,0.75,spotify:track:5EI94cNPh81RIh1NZy5qqR
818,Manhattan,Eli Escobar,The Beach Album,22,2652779,0.74,spotify:track:3lJ50hy7wZxFzYMJbD8sFT
819,lilac days,.clouds,twilight walks,22,1970768,0.55,spotify:track:3x68kynq6IEb4M3Zx8ZKM0
820,Quiet Nights,mellow fox,Take A Break,22,1452568,0.4,spotify:track:0OL40MrxmQfl4UbywC13lR
821,I'm Fine,Hentaidesu,Futari,22,1445827,0.4,spotify:track:5YtcQQJOSf0a785PTaai7Y
822,Miles Away - Intrusion Sunrise Dub,Linkwood Family,Miles Away Intrusion Dubs,21,11425600,3.17,spotify:track:5jOmZAW70EzKXp8GZoUCAl
823,New York City,Miroslav Vitous,Magical Shepherd,21,10528907,2.92,spotify:track:1OnC2WpS5VJQX4lcjkTaLB
824,Blind - Frankie Knuckles Remix,Hercules & Love Affair,Blind,21,9197067,2.55,spotify:track:2P6QV6D4E3TxcYoYYz8ANJ
825,Slave To The Rhythm - Hot Blooded Version,Grace Jones,Private Life: The Compass Point Sessions,21,8930768,2.48,spotify:track:3di2SUB3jU1v5HPQCkc84L
826,La vie en rose,Grace Jones,Portfolio,21,8133653,2.26,spotify:track:5yJrl2r0vr6u9BXqQXZE3V
827,Bocado,Prunk,Bocado EP,21,7640759,2.12,spotify:track:4QEiHucPgkmL30LE52deHG
828,BAILE INoLVIDABLE,Bad Bunny,DeBÍ TiRAR MáS FOToS,21,7354874,2.04,spotify:track:2lTm559tuIvatlT1u0JYG2
829,House Of Jade,Eugene Lambert,House Of Jade,21,6910152,1.92,spotify:track:5Qaub9lea1DKazaVT3KbBm
830,Idee,Daso,Meine Idee,21,6902676,1.92,spotify:track:1uc3oVj5VDk6oiiwb3GZHX
831,Face to Face,Daphni,Joli Mai,21,6809716,1.89,spotify:track:1RIpbO5B8B4GiND7WT40xB
832,Let Me Love Tonight - Vocal Version,Electric Mind,Let me love tonight,21,6568257,1.82,spotify:track:2dV6nXl32oGbyX8qBRG4GE
833,Longing For U,Tour-Maubourg,Longing For U,21,6539720,1.82,spotify:track:2L0GFhQC5KSzBeOxL5901i
834,Omgekeerde Wereld,Brainpower,Verschil Moet Er Zijn,21,5808880,1.61,spotify:track:3LgAVoBYhmIJ9GPDV2ZBzE
835,Come Back Home,Gabriele Poso,Batik,21,5195633,1.44,spotify:track:3RFvja1sfzsmLXHbeqzfYV
836,Pastis,Bluestaeb,Pastis,21,5131400,1.43,spotify:track:3NUoRDwnAGhKzGswaJsWSO
837,The Heart of the City - Radio Edit,Chris Luis,The Heart of the City,21,4866732,1.35,spotify:track:21aImRh4JEuJuej5jtF1Z2
838,Six Blade Knife,Dire Straits,Dire Straits,21,4840040,1.34,spotify:track:2miIOgni3EEut8pvYcxeYn
839,Coast to Coast,Coeo,Mydonna,21,4826262,1.34,spotify:track:0eyxpRPdsBkOYP6tAT97Of
840,Just Like Ice Cream,Igor Gonya,Dilettante,21,4790816,1.33,spotify:track:2QBER4tXlOV3fiWh3tvTrI
841,Existe Uma Voz,Rogê,Curyman,21,4742271,1.32,spotify:track:5bGMMNxjvlledmzq9dItvf
842,Boys - Summertime Love,Sabrina,Sabrina,21,4657198,1.29,spotify:track:1uI848raFaNWwe9HjHpjQ5
843,Englishman In New York,Sting,...Nothing Like The Sun,21,4630331,1.29,spotify:track:4KFM3A5QF2IMcc6nHsu3Wp
844,Getting Togetha,Fudge Fingas,Firecracker EP1,21,4624200,1.28,spotify:track:4r0nMps61yStRAJB6SAyqs
845,Hiccups (Roman Flügel Elektro House Mix) - Mixed,Off The Meds,Hiccups (Roman Flügel Elektro House Mix),21,4619201,1.28,spotify:track:5BVeSJwcHws8IdFsC7nLSC
846,Breakfast,Le Le,Flage,21,4528694,1.26,spotify:track:5Q05BPSX3kV7SNLt4cHN3a
847,Soul Tropical,David Walters,Soul Tropical,21,4515541,1.25,spotify:track:7hvrQQy078O9WbemnHcZzG
848,No Need - Edit,Oscar Jerome,No Need,21,4343263,1.21,spotify:track:1XLPk9vj45rK2pbnurZ0Wi
849,Give Back What You Stole from Me,Oscar Jerome,Oscar Jerome,21,4281621,1.19,spotify:track:0SVCK2xBKoAJSnhaQi4wt0
850,Pasilda - Blank & Jones Mix,Afro Medusa,Pasilda,21,4257365,1.18,spotify:track:5SS5QzMRQWaFg3oHGcc2H3
851,Ask Me,Duck Sauce,Ask Me / Mesmerize,21,3664117,1.02,spotify:track:05QGJav2nGJ9qdQ3vG9A9t
852,Bofou Safou,Amadou & Mariam,La Confusion,21,3652181,1.01,spotify:track:7hJRXPUNBuTfQvPRy8duzL
853,A Man Needs a Woman,James Carr,The Complete Goldwax Singles,21,3514360,0.98,spotify:track:6TA8hrEOY73sTYpZ6V7B4o
854,Kill the Director,The Wombats,"Proudly Present... A Guide to Love, Loss & Desperation",21,3214604,0.89,spotify:track:1tF1J2fK1F9iQ8UUD1Iai5
855,Mañana,Rolf Sanchez,Mi Viaje,21,3186476,0.89,spotify:track:0A6CfgLpTDdsRJ6yPytbXM
856,All That She Wants,De Hofnar,All That She Wants,21,2802895,0.78,spotify:track:6cW8C7yW974YiuVh2nU47c
857,Alsace,dublon,Alsace,21,2466503,0.69,spotify:track:4JFtsiOtsOXbuXPg1qXjBX
858,The Clapping Song - Kungs Remix,Mind Enterprises,The Clapping Song,21,2261754,0.63,spotify:track:6ExtJw7sxaExSyBs7B0Z48
859,Think About It,Ziggy Phunk,Think About It,20,8534258,2.37,spotify:track:72NzBtN9gOb7bHSlXtONqQ
860,What's a Girl to Do,Fatima Yamaha,A Girl Between Two Worlds,20,8525521,2.37,spotify:track:5N720bYInxSsiUDvBOLM3C
861,Visions - Pooley's Deep Dub Mix,Ian Pooley,Since Then. 2017,20,7957822,2.21,spotify:track:3I1eBk3bpZ1YzntEmOoVor
862,Let's Dance - 2018 Remaster,David Bowie,Let's Dance,20,7586648,2.11,spotify:track:3ix6K4wZY29bCujrSznwFZ
863,El Cuarto de Tula,Buena Vista Social Club,Buena Vista Social Club,20,7571969,2.1,spotify:track:5UjaOsrdoI4shw9gM2eNPC
864,Saint,Arkady Antsyrev,Ne vspominaem,20,7129349,1.98,spotify:track:20sMQdnK4ZZODeoCNatpC3
865,Rose rouge - Atjazz Astro Remix,St Germain,Extra Cabin Baggage,20,7068163,1.96,spotify:track:0rcuTBWMk2vYMyWXz3oLXF
866,L.O.V.E. (DJ-Kicks) - Extended Version,Motor City Drum Ensemble,DJ-Kicks (Motor City Drum Ensemble),20,6742298,1.87,spotify:track:4mtk4SKiFFZYv1hPeugwhT
867,I Don't Have A Drum Machine,Yuksek,I Don't Have A Drum Machine,20,6578355,1.83,spotify:track:6JBargTQupPBkCDri4LG3Z
868,One Minute After Midnight - Inge's Dance Til Da Mornin' Remix,Nachtboutique,"Dirty Night's and Boogie Light's, Pt. 1",20,6518639,1.81,spotify:track:76nAYFejb0lkPLfScF3Kn2
869,Just Be Yourself,Nightlife Unlimited,Let's Do It Again,20,6291880,1.75,spotify:track:4JNaYgmIVaPqvpwlCPjsTz
870,Blind - Radio Edit,Hercules & Love Affair,Blind,20,6190858,1.72,spotify:track:2acK24b60RQD2zBpW0Zsrw
871,Waiting,Hidden Spheres,Waiting,20,6170661,1.71,spotify:track:7fxcNshGvCxlNMGHI1GmCx
872,Agua fría,The Bongo Hop,Satingarona Pt. 2,20,5757616,1.6,spotify:track:7CSebbAAlgMqngWpEkhBl5
873,The Distance - Ron Basejam Remix,Smith & Mudd,The Distance,20,5737663,1.59,spotify:track:3tdcaCxVXZ5qHVcaMqGQnR
874,Sunset Jam,Baltra,Sunset Jam,20,5587893,1.55,spotify:track:4P5PgzROl9jfv7mHTjS2MM
875,Naima Blue,Soul Wun,"13th Hour, Vol. 5",20,5494599,1.53,spotify:track:6W0fhqfHsrodXIuMGoGHia
876,Make It Wit Chu,Queens of the Stone Age,Era Vulgaris,20,5450607,1.51,spotify:track:6GyDY0yE47rfk8pcuKhioh
877,I WANNA RAVE,LB aka LABAT,I WANNA RAVE,20,5429575,1.51,spotify:track:0lbclnUJJXbbvsQxfLbpIO
878,Vertigo,ANOTR,The Reset,20,5161649,1.43,spotify:track:0HB4odbGJbgR0ffA4rJoxS
879,Back to My Place,Jitwam,Back To My Place,20,4656658,1.29,spotify:track:6ktLSB400x4CYHuYZD5Slb
880,Don't You Want Me,The Human League,Dare!,20,4500505,1.25,spotify:track:3L7RtEcu1Hw3OXrpnthngx
881,Dumpalltheguns - Jitwam Remix,Adi Oasis,Dumpalltheguns,20,4412161,1.23,spotify:track:2pLs3E6PQ6Nyor4N5cnqRH
882,Johnny And Mary,Robert Palmer,Clues,20,4401282,1.22,spotify:track:0ldTcpmFsxEASGiBBIfVLW
883,Everywhere - 2017 Remaster,Fleetwood Mac,Tango In the Night,20,4384571,1.22,spotify:track:254bXAqt3zP6P50BdQvEsq
884,Love Me Babe - Original,Lexy & K-Paul,Gassenhauer,20,4334681,1.2,spotify:track:4fLl9Rkrbv199XMPfO83z3
885,Maneater,Daryl Hall & John Oates,H2O,20,4277815,1.19,spotify:track:7j74lucZ59vqN67Ipe2ZcY
886,Fate,Linkwood,Firecracker EP1,20,4157600,1.15,spotify:track:3d0OhgvxxQC5uvmPAsUTn6
887,Cocaine,Eric Clapton,Slowhand 35th Anniversary,20,3915435,1.09,spotify:track:2udGjDmpK1dH9VGyw7nrei
888,Island In The Sun,Weezer,Weezer,20,3880169,1.08,spotify:track:2MLHyLy5z5l5YRp7momlgw
889,The Universe,Róisín Murphy,Hit Parade,20,3853270,1.07,spotify:track:24Fp8b0mG0ePB91X7fmnvu
890,BESO,ROSALÍA,RR,20,3681342,1.02,spotify:track:609E1JCInJncactoMmkDon
891,Raise Me Up,Hercules & Love Affair,Hercules & Love Affair,20,3630731,1.01,spotify:track:4VU5AFuuSaez5Nt7vTPlHH
892,Late Drinks,Sven Wegner,Late Night Drinks,20,3596848,1.0,spotify:track:2rZneTMyjACTvO3EVQBnPR
893,Antes de Morirme (feat. ROSALÍA),C. Tangana,Antes de Morirme (feat. ROSALÍA),20,3596162,1.0,spotify:track:4Dl8bEzhAEGbcwkQawS1XG
894,The Way You Move (feat. Kamaliza),Falqo,The Way You Move (feat. Kamaliza),20,3517614,0.98,spotify:track:78dMy2EK6Q2R08rQK50b0s
895,Dance to the Music,Sly & The Family Stone,Dance To The Music,20,3472877,0.96,spotify:track:1MQWtVcs0PKsY4PA6ZvLiy
896,Tweede Kamer,Sophie Straat,Smartlap Is Niet Dood,20,3324529,0.92,spotify:track:6o1Uv8FqaVBtqCXmjrCbSA
897,EoO,Bad Bunny,DeBÍ TiRAR MáS FOToS,20,3312630,0.92,spotify:track:6J5kc12BW5HuP3d7C3vvx8
898,Loading,Central Cee,Wild West,20,3173432,0.88,spotify:track:4vzJrkfHbCGaodPA5RY5BV
899,Chega Mais (Imaginei Você Dançando),Banda Black Rio,Gafieira Universal,20,3109868,0.86,spotify:track:6GavAPHYA7OdbJP7EQOFxI
900,One Up,Central Cee,One Up,20,3086017,0.86,spotify:track:4FAQjmX7e7JJaFE363uj86
901,Belle Hélène,Doe Maar,Doris Day en Andere Stukken,20,3026437,0.84,spotify:track:46LNQvIkDX7hs0M466DD6h
902,5 Sonnen,Olexesh,5 Sonnen,20,2618330,0.73,spotify:track:79PEchw69UYtAdcExOiBSA
903,Pájaro,Maple Syrup,Barça,20,2575689,0.72,spotify:track:5E7G1v4iGa9li0HWAomSOs
904,Tantoe Lekker,Antoon,Hallo,20,2418221,0.67,spotify:track:44qWZU2uA8T5JHGPvk1lUs
905,IN DE ARMEN VAN EEN FASCIST,Hang Youth,IN DE ARMEN VAN EEN FASCIST,20,2281910,0.63,spotify:track:3Gm56jU1B7CLk6UK59MIeJ
906,Als Je Bij Me Blijft,$hirak,Als Je Bij Me Blijft,20,2182144,0.61,spotify:track:5R7KyW1qVi1CHzZiB4ALFs
907,Ass-N-Titties,DJ Assault,Greatest Hits Vol. 1,20,2095270,0.58,spotify:track:5y1OahNB1xZWNEWB6zgWzf
908,Afro,Nídia,Danger,20,2011430,0.56,spotify:track:1AVA80ldXgLjA4NeTXuo69
909,Flouro Might,Donald Dust,Riviera Disco Vol. 9,19,7731606,2.15,spotify:track:4dM5sOsCVKE3VbWlnpl1Iu
910,Flesh World,Coeo,Flesh World,19,7564557,2.1,spotify:track:5ZqvrH3XyHXXJ7vvy3b9lF
911,M.m.m (feat. San Proper's Elegy),Nachtbraker,Misses Madame Mademoiselle,19,7071607,1.96,spotify:track:5pnNU0tFvwrw6gXyXzVmSZ
912,Around - Solomun Vox,Noir,Around,19,6665739,1.85,spotify:track:5qA35ZZWFOqynheP5x8rty
913,Song for Ehi,Bosq,Song for Ehi,19,6578936,1.83,spotify:track:3IioZijYH2LaxWUrfShica
914,Come In Come Out,Kamazu,The Best Of,19,6385234,1.77,spotify:track:5rHdtekHV6tRkF1TDHn8me
915,Sensitive Acid Boy,Binary Digit,Acid Drop,19,6294346,1.75,spotify:track:67AM39TLQkkaSCGmGvEyyw
916,Phantom Melodies,Chaos In The CBD,Constraints of Time Travel,19,5778032,1.61,spotify:track:47tslMxek8uv1rAgkYMTWA
917,Orange Wine,Okvsho,Orange Wine,19,5419951,1.51,spotify:track:6sZcJ16BKyVFfq2GznYifx
918,I’m Old Fashioned,Carl Bagge Trio,Långholmen Sessions Vol. 1,19,5166272,1.44,spotify:track:1jdgzJGZxD8iP1Cc7FRD5F
919,Right Here! Right Now!,Shinichiro Yokota,Shinichiro Yokota Presents Do It Again and Again,19,5041100,1.4,spotify:track:4n9lVLJfHKtu7ogdcTOUdZ
920,Gymnastics,HNNY,Tears,19,4866780,1.35,spotify:track:1fu3FAcPeZ4KMobOXJUDCP
921,Little Sunflower,Mitchell Jackson Quartet,Soul Eyes,19,4795184,1.33,spotify:track:6EBzxEkM0l4UkRBhqj3JWn
922,Yella Moon,Ken@Work,Yella Moon,19,4771640,1.33,spotify:track:40Gtl9PobXsJamYId0XCWo
923,In Yo Face,Detroit In Effect,Work It,19,4684937,1.3,spotify:track:5yfl9W5LTAqHpcCDIn3qrp
924,Lovely Day,Bill Withers,Menagerie,19,4612699,1.28,spotify:track:0bRXwKfigvpKZUurwqAlEh
925,Leave Me Alone,Professor Rhythm,Bafana Bafana,19,4467829,1.24,spotify:track:0BdAFCISTzod61PAZ5TrcJ
926,Damien,Le Le,Partytime,19,4266056,1.19,spotify:track:6RQNCQC3j844OHNICN6vd3
927,In A Sentimental Mood,Duke Ellington,Duke Ellington & John Coltrane,19,4218329,1.17,spotify:track:0E8q2Fx2XuzXCO2NSAppkR
928,The Way You Look Tonight,Dennis Roland,Like Someone In Love EP,19,4097247,1.14,spotify:track:7gWHzQHIZz0xmVLvrVFkan
929,Lina,Oliver N'Goma,Adia,19,4025248,1.12,spotify:track:2gUKBb02g4KCfQTspeUpdk
930,ode to rahsaan,berlioz,open this wall,19,3997889,1.11,spotify:track:4aptr0Era7aIdkX5gfsaFN
931,"Hypnotic Tango - Original 7"" Version",My Mine,Hypnotic Tango,19,3997595,1.11,spotify:track:7FgWlF6VAk4ZpZLaKRWZ7B
932,Disorder - 2007 Remaster,Joy Division,Unknown Pleasures,19,3857697,1.07,spotify:track:5fbQCQt91LsVgXusFS0CCD
933,Back to Basics (feat. Skepta) (Floating Points Remix),Headie One,Back to Basics (feat. Skepta) (Floating Points Remix),19,3750276,1.04,spotify:track:7JvuiP16UTKCnieS9E2Bg3
934,Disco Baby - Floating Points & Red Greg Edit,Y. Gershovsky,Disco Baby,19,3698154,1.03,spotify:track:1ILmOHn4tzjj7XaGBYx5Xu
935,What You Like,Logic1000,What You Like,19,3532300,0.98,spotify:track:0h6ENY9kDXxfbbfnX3onPR
936,Rush,Ayra Starr,19 & Dangerous,19,3497572,0.97,spotify:track:1xs8bOvm3IzEYmcLJVOc34
937,Stand By Me,Ben E. King,Don't Play That Song,19,3387602,0.94,spotify:track:3SdTKo2uVsxFblQjpScoHy
938,After You've Gone,Bleecker Jazz Duo,Here's That Rainy Day,19,3378331,0.94,spotify:track:1nCak4c8NFMJosxYkDZY2t
939,FORMATIONS,Mild Minds,MOOD,19,3369606,0.94,spotify:track:1DRLIUG8HFTBfJOFYaByZn
940,"Piazza, New York Catcher",Belle and Sebastian,Dear Catastrophe Waitress,19,3319179,0.92,spotify:track:6Ff3ylyrkR7TV7ml9xnmvx
941,Funky Sperm,Detroit's Filthiest,Honor Among Thieves EP,19,3170200,0.88,spotify:track:2Z5B43e2xsIMhTLgOYc4Vq
942,"I Will Never Stop Grieving For You, My Wife",Zomba Prison Project,"""I Will Not Stop Singing""",19,3149974,0.87,spotify:track:2LO9esfu4pp34DHolE2GNW
